,words,words_index,tags,tags_index
822,"['历', '任', '杭', '州', '第', '二', '织', '布', '厂', '保', '卫', '科', '先', '后', '任', '干', '事', '、', '科', '长', '；']","[28, 61, 282, 97, 118, 119, 638, 1113, 277, 169, 559, 26, 140, 151, 61, 418, 67, 32, 26, 77, 68]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 16, 2, 2, 2, 2, 2, 2, 8, 10, 2, 8, 10, 2]"
823,"['杭', '州', '金', '都', '贸', '易', '公', '司', '任', '副', '经', '理', '；']","[282, 97, 374, 404, 107, 108, 70, 71, 61, 88, 53, 37, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 16, 2, 8, 9, 10, 2]"
824,"['浙', '江', '金', '都', '实', '业', '有', '限', '责', '任', '公', '司', '任', '副', '总', '经', '理', '；']","[289, 274, 374, 404, 341, 101, 86, 87, 157, 61, 70, 71, 61, 88, 89, 53, 37, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 2, 8, 9, 9, 10, 2]"
825,"['浙', '江', '红', '楼', '旅', '游', '集', '团', '有', '限', '公', '司', '副', '总', '裁', '；']","[289, 274, 407, 575, 974, 1114, 166, 167, 86, 87, 70, 71, 88, 89, 136, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2]"
826,"['杭', '州', '环', '北', '小', '商', '品', '市', '场', '总', '经', '理', '，', '杭', '州', '环', '北', '丝', '绸', '服', '装', '城', '有', '限', '公', '司', '董', '事', '长', '。']","[282, 97, 614, 128, 869, 98, 576, 168, 287, 89, 53, 37, 4, 282, 97, 614, 128, 530, 1115, 249, 466, 160, 86, 87, 70, 71, 66, 67, 77, 54]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2]"
827,"['现', '任', '兰', '州', '民', '百', '(', '集', '团', ')', '股', '份', '有', '限', '公', '司', '监', '事', '会', '主', '席', '。']","[133, 61, 96, 97, 143, 573, 741, 166, 167, 742, 84, 85, 86, 87, 70, 71, 185, 67, 39, 117, 413, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2]"
828,"['吴', '力', '先', '生', '：', '男', '，', '本', '科', '，', '高', '级', '工', '程', '师', '，', '曾', '任', '吉', '林', '铁', '路', '局', '电', '子', '所', '助', '理', '工', '程', '师', '、', '电', '子', '所', '所', '长', '、', '沈', '阳', '铁', '路', '局', '电', '子', '计', '算', '机', '所', '所', '长', '。']","[344, 291, 140, 19, 2, 3, 4, 25, 26, 4, 0, 310, 29, 30, 31, 4, 184, 61, 242, 243, 613, 683, 193, 255, 256, 191, 283, 37, 29, 30, 31, 32, 255, 256, 191, 191, 77, 32, 983, 533, 613, 683, 193, 255, 256, 100, 497, 327, 191, 191, 77, 54]","['B-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[0, 1, 2, 2, 2, 2, 2, 11, 13, 2, 8, 9, 9, 9, 10, 2, 2, 2, 14, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 10, 2, 8, 9, 9, 9, 10, 2, 14, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 10, 2]"
829,"['1', '9', '9', '1', '年', '起', '任', '和', '光', '集', '团', '总', '裁', '，', '9', '2', '年', '被', '授', '予', '国', '务', '院', '电', '子', '信', '息', '系', '统', '先', '进', '工', '作', '者', '称', '号', '；']","[14, 15, 15, 14, 17, 326, 61, 63, 686, 166, 167, 89, 136, 4, 15, 55, 17, 590, 201, 1116, 6, 126, 99, 255, 256, 154, 825, 145, 416, 140, 196, 29, 150, 422, 299, 426, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 16, 8, 10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
830,"['9', '7', '年', '被', '评', '为', '沈', '阳', '市', '优', '秀', '企', '业', '家', '、', '辽', '宁', '省', '人', '大', '代', '表', '；']","[15, 57, 17, 590, 311, 122, 983, 533, 168, 387, 417, 240, 101, 52, 32, 1038, 537, 114, 62, 144, 237, 569, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 8, 9, 9, 9, 9, 9, 10, 2]"
831,"['9', '9', '年', '被', '授', '予', '沈', '阳', '优', '秀', '企', '业', '家', '荣', '誉', '称', '号', '、', '被', '沈', '阳', '市', '科', '委', '授', '予', '先', '进', '个', '人', '奖', '；']","[15, 15, 17, 590, 201, 1116, 983, 533, 387, 417, 240, 101, 52, 414, 1081, 299, 426, 32, 590, 983, 533, 168, 26, 316, 201, 1116, 140, 196, 963, 62, 564, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
832,"['现', '任', '和', '光', '集', '团', '董', '事', '长', '、', '和', '光', '商', '务', '二', '届', '董', '事', '会', '董', '事', '长', '。']","[133, 61, 63, 686, 166, 167, 66, 67, 77, 32, 63, 686, 98, 126, 119, 320, 66, 67, 39, 66, 67, 77, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 16, 8, 9, 10, 2, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
833,"['宋', '永', '红', '，', '男', '，']","[1117, 94, 407, 4, 3, 4]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 17, 1, 2, 2, 2]"
834,"['1', '9', '6', '6', '年', '9', '月', '出', '生', '，', '本', '科', '学', '历', '，', '政', '工', '师', '，', '湖', '南', '大', '学', '高', '级', '管', '理', '人', '员', '工', '商', '管', '理', '硕', '士', '（', 'E', 'M', 'B', 'A', '）', '，', '政', '工', '师', '，', '曾', '任', '汝', '城', '县', '水', '电', '总', '公', '司', '总', '经', '理', '兼', '党', '总', '支', '副', '书', '记', '、', '总', '经', '理', '兼', '党', '总', '支', '书', '记', '，']","[14, 15, 16, 16, 17, 15, 58, 18, 19, 4, 25, 26, 27, 28, 4, 198, 29, 31, 4, 203, 267, 144, 27, 0, 310, 36, 37, 62, 24, 29, 98, 36, 37, 109, 102, 42, 822, 44, 823, 824, 50, 4, 198, 29, 31, 4, 184, 61, 1118, 160, 594, 450, 255, 89, 70, 71, 89, 53, 37, 251, 23, 89, 278, 88, 73, 412, 32, 89, 53, 37, 251, 23, 89, 278, 73, 412, 4]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'E-PRO', 'B-EDU', 'E-EDU', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 11, 12, 12, 13, 2, 8, 9, 10, 2, 14, 15, 15, 16, 18, 19, 19, 19, 19, 19, 19, 19, 19, 20, 11, 13, 2, 11, 12, 12, 13, 2, 2, 8, 9, 10, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 8, 9, 9, 9, 9, 10, 2, 8, 9, 10, 2, 8, 9, 9, 9, 10, 2]"
835,"['2', '0', '0', '5', '年', '5', '月', '至', '今', '任', '湖', '南', '郴', '电', '国', '际', '发', '展', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '。']","[55, 56, 56, 93, 17, 93, 58, 59, 60, 61, 203, 267, 1119, 255, 6, 106, 165, 218, 84, 85, 86, 87, 70, 71, 88, 89, 53, 37, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2]"
836,"['2', '0', '1', '1', '年', '2', '月', '起', '兼', '任', '湖', '南', '郴', '电', '国', '际', '发', '展', '股', '份', '有', '限', '公', '司', '董', '事', '。']","[55, 56, 14, 14, 17, 55, 58, 326, 251, 61, 203, 267, 1119, 255, 6, 106, 165, 218, 84, 85, 86, 87, 70, 71, 66, 67, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2]"
837,"['兰', '正', '恩', '先', '生', '：', '1', '9', '6', '4', '年', '5', '月', '出', '生', '，', '中', '国', '籍', '，', '无', '永', '久', '境', '外', '居', '留', '权', '，', '高', '级', '会', '计', '师', '、', '注', '册', '评', '估', '师', '、', '证', '券', '特', '许', '注', '册', '会', '计', '师', '，', '曾', '任', '北', '京', '亚', '太', '会', '计', '师', '事', '务', '所', '审', '计', '部', '副', '主', '任', '，', '中', '瑞', '华', '恒', '信', '会', '计', '师', '事', '务', '所', '管', '理', '咨', '询', '部', '高', '级', '经', '理', '，', '现', '任', '山', '东', '龙', '泉', '管', '道', '工', '程', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '、', '上', '海', '上', '会', '会', '计', '师', '事', '务', '所', '有', '限', '公', '司', '北', '京', '分', '所', '负', '责', '人', '、', '副', '主', '任', '会', '计', '师', '。']","[96, 347, 1107, 140, 19, 2, 14, 15, 16, 270, 17, 93, 58, 18, 19, 4, 5, 6, 7, 4, 8, 94, 95, 9, 10, 11, 12, 13, 4, 0, 310, 39, 100, 31, 32, 40, 41, 311, 312, 31, 32, 338, 339, 348, 1120, 40, 41, 39, 100, 31, 4, 184, 61, 128, 134, 546, 623, 39, 100, 31, 67, 126, 191, 257, 100, 76, 88, 117, 61, 4, 5, 355, 121, 733, 154, 39, 100, 31, 67, 126, 191, 36, 37, 155, 156, 76, 0, 310, 53, 37, 4, 133, 61, 78, 79, 432, 340, 36, 730, 29, 30, 84, 85, 86, 87, 70, 71, 204, 205, 66, 67, 32, 494, 365, 494, 39, 39, 100, 31, 67, 126, 191, 86, 87, 70, 71, 128, 134, 212, 191, 506, 157, 62, 32, 88, 117, 61, 39, 100, 31, 54]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'M-CONT', 'E-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[0, 17, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 8, 9, 9, 9, 10, 2, 8, 9, 9, 9, 10, 2, 8, 9, 9, 9, 9, 9, 9, 9, 10, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 10, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 8, 9, 9, 9, 9, 10, 2]"
838,"['赵', '斌', '，', '男', '，', '中', '国', '籍', '，', '无', '境', '外', '永', '久', '居', '留', '权', '，']","[668, 758, 4, 3, 4, 5, 6, 7, 4, 8, 9, 10, 94, 95, 11, 12, 13, 4]","['B-NAME', 'E-NAME', 'O', 'O', 'O', 'B-CONT', 'M-CONT', 'E-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 2, 2, 2, 3, 4, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
839,"['1', '9', '6', '5', '年', '出', '生', '，', '中', '国', '矿', '业', '大', '学', '（', '北', '京', '）', '博', '士', '，', '中', '共', '党', '员', '，', '中', '国', '注', '册', '会', '计', '师', '、', '中', '国', '注', '册', '评', '估', '师', '。']","[14, 15, 16, 93, 17, 18, 19, 4, 5, 6, 617, 101, 144, 27, 42, 128, 134, 50, 178, 102, 4, 5, 22, 23, 24, 4, 5, 6, 40, 41, 39, 100, 31, 32, 5, 6, 40, 41, 311, 312, 31, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 11, 13, 2, 8, 9, 9, 10, 2, 8, 9, 9, 9, 9, 9, 10, 2, 8, 9, 9, 9, 9, 9, 10, 2]"
840,"['曾', '任', '山', '东', '省', '国', '资', '委', '清', '产', '核', '资', '专', '家', '成', '员', '，', '国', '务', '院', '国', '资', '委', '企', '业', '财', '务', '信', '息', '化', '专', '家', '成', '员', '。']","[184, 61, 78, 79, 114, 6, 65, 316, 379, 163, 1121, 65, 51, 52, 321, 24, 4, 6, 126, 99, 6, 65, 316, 240, 101, 125, 126, 154, 825, 83, 51, 52, 321, 24, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
841,"['现', '任', '立', '信', '会', '计', '师', '事', '务', '所', '（', '特', '殊', '普', '通', '合', '伙', '）', '合', '伙', '人', '，', '副', '主', '任', '会', '计', '师', '，', '香', '港', '联', '交', '所', '上', '市', '公', '司', '安', '徽', '天', '大', '石', '油', '管', '材', '股', '份', '有', '限', '公', '司', '（', '股', '份', '代', '号', '8', '3', '9', '）', '独', '立', '董', '事', '，', '深', '圳', '市', '泰', '昂', '能', '源', '科', '技', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '，', '周', '大', '生', '珠', '宝', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","[133, 61, 205, 154, 39, 100, 31, 67, 126, 191, 42, 348, 349, 350, 351, 75, 306, 50, 75, 306, 62, 4, 88, 117, 61, 39, 100, 31, 4, 672, 673, 307, 148, 191, 494, 168, 70, 71, 269, 481, 172, 144, 82, 746, 36, 385, 84, 85, 86, 87, 70, 71, 42, 84, 85, 237, 426, 110, 69, 15, 50, 204, 205, 66, 67, 4, 295, 296, 168, 518, 1008, 452, 292, 26, 123, 84, 85, 86, 87, 70, 71, 204, 205, 66, 67, 4, 342, 144, 19, 904, 684, 84, 85, 86, 87, 70, 71, 204, 205, 66, 67, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 16, 2, 2, 2, 2, 2, 2, 2, 2, 8, 9, 10, 2, 8, 9, 9, 9, 9, 10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 8, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2]"
842,"['2', '0', '1', '0', '年', '6', '月', '起', '，', '担', '任', '公', '司', '独', '立', '董', '事', '。']","[55, 56, 14, 56, 17, 16, 58, 326, 4, 152, 61, 70, 71, 204, 205, 66, 67, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 16, 8, 9, 9, 10, 2]"
843,"['袁', '哲', '：', '男', '，']","[437, 1122, 2, 3, 4]","['B-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 1, 2, 2, 2]"
844,"['1', '9', '6', '6', '年', '1', '2', '月', '生', '，', '汉', '族', '，', '中', '共', '党', '员', '，', '大', '学', '本', '科', '，', '会', '计', '师', '，']","[14, 15, 16, 16, 17, 14, 55, 58, 19, 4, 20, 21, 4, 5, 22, 23, 24, 4, 144, 27, 25, 26, 4, 39, 100, 31, 4]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-RACE', 'E-RACE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 7, 2, 8, 9, 9, 10, 2, 11, 12, 12, 13, 2, 8, 9, 10, 2]"
845,"['2', '0', '0', '8', '年', '1', '月', '至', '2', '0', '0', '8', '年', '1', '0', '月', '任', '中', '国', '航', '空', '工', '业', '第', '二', '集', '团', '公', '司', '纪', '检', '监', '察', '审', '计', '部', '副', '部', '长', '，']","[55, 56, 56, 110, 17, 14, 58, 59, 55, 56, 56, 110, 17, 14, 56, 58, 61, 5, 6, 636, 637, 29, 101, 118, 119, 166, 167, 70, 71, 252, 253, 185, 254, 257, 100, 76, 88, 76, 77, 4]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
